NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)
SGMS2	1	SGMS2
SGO1	1	SGO1
SGO2	1	SGO2
SGPL1	1	SGPL1
SGPP1	1	SGPP1
SGSH	1	SGSH
SGSM2	1	SGSM2
SGSM3	1	SGSM3
SGTA	1	SGTA
SGTB	1	SGTB
SH2B1	1	SH2B1
SH2B2	1	SH2B2
SH2B3	1	SH2B3
SH2D2A	1	SH2D2A
SH2D3C	1	SH2D3C
SH2D4A	1	SH2D4A
SH2D5	1	SH2D5
SH2D6	1	SH2D6
SH3BGR	1	SH3BGR
SH3BGRL	1	SH3BGRL
SH3BGRL2	1	SH3BGRL2
SH3BGRL3	1	SH3BGRL3
SH3BP1	1	SH3BP1
SH3BP2	1	SH3BP2
SH3BP4	1	SH3BP4
SH3BP5	1	SH3BP5
SH3BP5-AS1	1	SH3BP5-AS1
SH3BP5L	1	SH3BP5L
SH3D19	1	SH3D19
SH3D21	1	SH3D21
SH3GL1	1	SH3GL1
SH3GL1P1	1	SH3GL1P1
SH3GL1P2	1	SH3GL1P2
SH3GL3	1	SH3GL3
SH3GLB1	1	SH3GLB1
SH3GLB2	1	SH3GLB2
SH3KBP1	1	SH3KBP1
SH3PXD2A	1	SH3PXD2A
SH3PXD2B	1	SH3PXD2B
SH3RF1	1	SH3RF1
SH3RF2	1	SH3RF2
SH3RF3	1	SH3RF3
SH3RF3-AS1	1	SH3RF3-AS1
SH3TC1	1	SH3TC1
SH3TC2	1	SH3TC2
SH3YL1	1	SH3YL1
SHANK1	1	SHANK1
SHANK3	1	SHANK3
SHARPIN	1	SHARPIN
SHBG	1	SHBG
SHC1	1	SHC1
SHC2	1	SHC2
SHC3	1	SHC3
SHC4	1	SHC4
SHCBP1	1	SHCBP1
SHE	1	SHE
SHF	1	SHF
SHFL	1	C19orf66
SHISA4	1	SHISA4
SHISA5	1	SHISA5
SHISAL1	1	SHISAL1
SHKBP1	1	SHKBP1
SHLD1	1	SHLD1
SHLD2	1	SHLD2
SHLD2P3	1	SHLD2P3
SHMT1	1	SHMT1
SHMT2	1	SHMT2
SHOC2	1	SHOC2
SHOX2	1	SHOX2
SHPK	1	SHPK
SHPRH	1	SHPRH
SHQ1	1	SHQ1
SHROOM1	1	SHROOM1
SHROOM2	1	SHROOM2
SHROOM3	1	SHROOM3
SHROOM4	1	SHROOM4
SHTN1	1	SHTN1
SIAE	1	SIAE
SIAH1	1	SIAH1
SIAH2	1	SIAH2
SIDT2	1	SIDT2
SIGIRR	1	SIGIRR
SIGLEC10-AS1	1	LOC100129083
SIGMAR1	1	SIGMAR1
SIK2	1	SIK2
SIK3	1	SIK3
SIKE1	1	SIKE1
SIL1	1	SIL1
SIMC1	1	SIMC1
SIMC1P1	1	LOC202181
SIN3A	1	SIN3A
SIN3B	1	SIN3B
SINHCAF	1	SINHCAF
SIPA1	1	SIPA1
SIPA1L1	1	SIPA1L1
SIPA1L2	1	SIPA1L2
SIPA1L3	1	SIPA1L3
SIRPA	1	SIRPA
SIRPB1	1	SIRPB1
SIRT1	1	SIRT1
SIRT2	1	SIRT2
SIRT3	1	SIRT3
SIRT4	1	SIRT4
SIRT5	1	SIRT5
SIRT6	1	SIRT6
SIRT7	1	SIRT7
SIVA1	1	SIVA1
SIX1	1	SIX1
SIX2	1	SIX2
SIX4	1	SIX4
SIX5	1	SIX5
SKA1	1	SKA1
SKA2	1	SKA2
SKA3	1	SKA3
SKAP2	1	SKAP2
SKI	1	SKI
SKIC2	1	SKIV2L
SKIC3	1	TTC37
SKIC8	1	WDR61
SKIDA1	1	SKIDA1
SKIL	1	SKIL
SKOR1	1	SKOR1
SKP1	1	SKP1
SKP2	1	SKP2
SLAIN2	1	SLAIN2
SLBP	1	SLBP
SLC10A3	1	SLC10A3
SLC10A7	1	SLC10A7
SLC11A1	1	SLC11A1
SLC11A2	1	SLC11A2
SLC12A2	1	SLC12A2
SLC12A2-DT	1	LINC01184
SLC12A4	1	SLC12A4
SLC12A6	1	SLC12A6
SLC12A7	1	SLC12A7
SLC12A8	1	SLC12A8
SLC12A9-AS1	1	SLC12A9-AS1
SLC13A3	1	SLC13A3
SLC13A4	1	SLC13A4
SLC14A1	1	SLC14A1
SLC14A2	1	SLC14A2
SLC14A2-AS1	1	SLC14A2-AS1
SLC15A2	1	SLC15A2
SLC15A3	1	SLC15A3
SLC15A4	1	SLC15A4
SLC16A1	1	SLC16A1
SLC16A1-AS1	1	SLC16A1-AS1
SLC16A11	1	SLC16A11
SLC16A12	1	SLC16A12
SLC16A13	1	SLC16A13
SLC16A14	1	SLC16A14
SLC16A2	1	SLC16A2
SLC16A3	1	SLC16A3
SLC16A4	1	SLC16A4
SLC16A5	1	SLC16A5
SLC16A6	1	SLC16A6
SLC16A7	1	SLC16A7
SLC16A8	1	SLC16A8
SLC16A9	1	SLC16A9
SLC17A5	1	SLC17A5
SLC17A7	1	SLC17A7
SLC17A9	1	SLC17A9
SLC18B1	1	SLC18B1
SLC19A1	1	SLC19A1
SLC19A2	1	SLC19A2
SLC19A3	1	SLC19A3
SLC1A1	1	SLC1A1
SLC1A2	1	SLC1A2
SLC1A3	1	SLC1A3
SLC1A4	1	SLC1A4
SLC1A5	1	SLC1A5
SLC20A1	1	SLC20A1
SLC20A2	1	SLC20A2
SLC22A1	1	SLC22A1
SLC22A13	1	SLC22A13
SLC22A14	1	SLC22A14
SLC22A15	1	SLC22A15
SLC22A17	1	SLC22A17
SLC22A18	1	SLC22A18
SLC22A23	1	SLC22A23
SLC22A3	1	SLC22A3
SLC22A31	1	SLC22A31
SLC22A4	1	SLC22A4
SLC22A5	1	SLC22A5
SLC23A2	1	SLC23A2
SLC23A3	1	SLC23A3
SLC24A1	1	SLC24A1
SLC24A3	1	SLC24A3
SLC25A1	1	SLC25A1
SLC25A10	1	SLC25A10
SLC25A11	1	SLC25A11
SLC25A12	1	SLC25A12
SLC25A13	1	SLC25A13
SLC25A14	1	SLC25A14
SLC25A15	1	SLC25A15
SLC25A16	1	SLC25A16
SLC25A17	1	SLC25A17
SLC25A19	1	SLC25A19
SLC25A20	1	SLC25A20
SLC25A21	1	SLC25A21
SLC25A21-AS1	1	SLC25A21-AS1
SLC25A22	1	SLC25A22
SLC25A23	1	SLC25A23
SLC25A24	1	SLC25A24
SLC25A25	1	SLC25A25
SLC25A25-AS1	1	SLC25A25-AS1
SLC25A26	1	SLC25A26
SLC25A27	1	SLC25A27
SLC25A28	1	SLC25A28
SLC25A3	1	SLC25A3
SLC25A30	1	SLC25A30
SLC25A32	1	SLC25A32
SLC25A33	1	SLC25A33
SLC25A34	1	SLC25A34
SLC25A35	1	SLC25A35
SLC25A36	1	SLC25A36
SLC25A37	1	SLC25A37
SLC25A38	1	SLC25A38
SLC25A39	1	SLC25A39
SLC25A4	1	SLC25A4
SLC25A40	1	SLC25A40
SLC25A42	1	SLC25A42
SLC25A43	1	SLC25A43
SLC25A44	1	SLC25A44
SLC25A46	1	SLC25A46
SLC25A5	1	SLC25A5
SLC25A5-AS1	1	SLC25A5-AS1
SLC25A51	1	SLC25A51
SLC25A53	1	SLC25A53
SLC25A6	1	SLC25A6
SLC26A1	1	SLC26A1
SLC26A10P	1	SLC26A10
SLC26A11	1	SLC26A11
SLC26A2	1	SLC26A2
SLC26A4	1	SLC26A4
SLC26A6	1	SLC26A6
SLC26A7	1	SLC26A7
SLC27A1	1	SLC27A1
SLC27A3	1	SLC27A3
SLC27A4	1	SLC27A4
SLC29A1	1	SLC29A1
SLC29A2	1	SLC29A2
SLC29A3	1	SLC29A3
SLC29A4	1	SLC29A4
SLC2A1	1	SLC2A1
SLC2A1-DT	1	SLC2A1-AS1
SLC2A10	1	SLC2A10
SLC2A11	1	SLC2A11
SLC2A12	1	SLC2A12
SLC2A13	1	SLC2A13
SLC2A14	1	SLC2A14
SLC2A3	1	SLC2A3
SLC2A4RG	1	SLC2A4RG
SLC2A6	1	SLC2A6
SLC2A8	1	SLC2A8
SLC2A9	1	SLC2A9
SLC30A1	1	SLC30A1
SLC30A3	1	SLC30A3
SLC30A4	1	SLC30A4
SLC30A5	1	SLC30A5
SLC30A6	1	SLC30A6
SLC30A7	1	SLC30A7
SLC30A9	1	SLC30A9
SLC31A1	1	SLC31A1
SLC31A2	1	SLC31A2
SLC33A1	1	SLC33A1
SLC35A1	1	SLC35A1
SLC35A2	1	SLC35A2
SLC35A3	1	SLC35A3
SLC35A4	1	SLC35A4
SLC35A5	1	SLC35A5
SLC35B1	1	SLC35B1
SLC35B2	1	SLC35B2
SLC35B3	1	SLC35B3
SLC35C1	1	SLC35C1
SLC35C2	1	SLC35C2
SLC35D1	1	SLC35D1
SLC35D2	1	SLC35D2
SLC35E1	1	SLC35E1
SLC35E2A	1	SLC35E2A
SLC35E2B	1	SLC35E2B
SLC35E3	1	SLC35E3
SLC35E4	1	SLC35E4
SLC35F2	1	SLC35F2
SLC35F5	1	SLC35F5
SLC35F6	1	SLC35F6
SLC35G1	1	SLC35G1
SLC35G2	1	SLC35G2
SLC36A1	1	SLC36A1
SLC36A4	1	SLC36A4
SLC37A1	1	SLC37A1
SLC37A2	1	SLC37A2
SLC37A3	1	SLC37A3
SLC37A4	1	SLC37A4
SLC38A1	1	SLC38A1
SLC38A10	1	SLC38A10
SLC38A2	1	SLC38A2
SLC38A3	1	SLC38A3
SLC38A4	1	SLC38A4
SLC38A4-AS1	1	LOC100288798
SLC38A5	1	SLC38A5
SLC38A6	1	SLC38A6
SLC38A7	1	SLC38A7
SLC38A9	1	SLC38A9
SLC39A1	1	SLC39A1
SLC39A10	1	SLC39A10
SLC39A11	1	SLC39A11
SLC39A13	1	SLC39A13
SLC39A14	1	SLC39A14
SLC39A3	1	SLC39A3
SLC39A4	1	SLC39A4
SLC39A6	1	SLC39A6
SLC39A7	1	SLC39A7
SLC39A8	1	SLC39A8
SLC39A9	1	SLC39A9
SLC3A2	1	SLC3A2
SLC40A1	1	SLC40A1
SLC41A1	1	SLC41A1
SLC41A2	1	SLC41A2
SLC41A3	1	SLC41A3
SLC43A1	1	SLC43A1
SLC43A2	1	SLC43A2
SLC43A3	1	SLC43A3
SLC44A1	1	SLC44A1
SLC44A2	1	SLC44A2
SLC44A3	1	SLC44A3
SLC44A3-AS1	1	SLC44A3-AS1
SLC44A4	1	SLC44A4
SLC45A1	1	SLC45A1
SLC45A3	1	SLC45A3
SLC45A4	1	SLC45A4
SLC46A1	1	SLC46A1
SLC46A3	1	SLC46A3
SLC47A1	1	SLC47A1
SLC48A1	1	SLC48A1
SLC49A3	1	SLC49A3
SLC49A4	1	DIRC2
SLC4A11	1	SLC4A11
SLC4A1AP	1	SLC4A1AP
SLC4A2	1	SLC4A2
SLC4A3	1	SLC4A3
SLC4A4	1	SLC4A4
SLC4A5	1	SLC4A5
SLC4A7	1	SLC4A7
SLC4A8	1	SLC4A8
SLC52A2	1	SLC52A2
SLC5A2	1	SLC5A2
SLC5A3	1	SLC5A3
SLC5A6	1	SLC5A6
SLC66A1	1	PQLC2
SLC66A1L	1	PQLC2L
SLC66A2	1	PQLC1
SLC66A3	1	PQLC3
SLC6A13	1	SLC6A13
SLC6A15	1	SLC6A15
SLC6A16	1	SLC6A16
SLC6A17	1	SLC6A17
SLC6A6	1	SLC6A6
SLC6A7	1	SLC6A7
SLC6A8	1	SLC6A8
SLC6A9	1	SLC6A9
SLC7A1	1	SLC7A1
SLC7A11	1	SLC7A11
SLC7A11-AS1	1	SLC7A11-AS1
SLC7A14	1	SLC7A14
SLC7A2	1	SLC7A2
SLC7A5	1	SLC7A5
SLC7A5P2	1	SLC7A5P2
SLC7A6	1	SLC7A6
SLC7A6OS	1	SLC7A6OS
SLC7A7	1	SLC7A7
SLC7A8	1	SLC7A8
SLC7A9	1	SLC7A9
SLC8A1	1	SLC8A1
SLC8B1	1	SLC8B1
SLC9A1	1	SLC9A1
SLC9A3	1	SLC9A3
SLC9A3-AS1	1	SLC9A3-AS1
SLC9A5	1	SLC9A5
SLC9A6	1	SLC9A6
SLC9A7	1	SLC9A7
SLC9A7P1	1	SLC9A7P1
SLC9A8	1	SLC9A8
SLC9A9	1	SLC9A9
SLC9B1	1	SLC9B1
SLC9B2	1	SLC9B2
SLC9C1	1	SLC9C1
SLCO2B1	1	SLCO2B1
SLCO3A1	1	SLCO3A1
SLCO4A1	1	SLCO4A1
SLF1	1	SLF1
SLF2	1	SLF2
SLFN11	1	SLFN11
SLFN12	1	SLFN12
SLFN13	1	SLFN13
SLFN5	1	SLFN5
SLFNL1-AS1	1	SLFNL1-AS1
SLIRP	1	SLIRP
SLIT2	1	SLIT2
SLIT3	1	SLIT3
SLITRK1	1	SLITRK1
SLITRK4	1	SLITRK4
SLK	1	SLK
SLMAP	1	SLMAP
SLPI	1	SLPI
SLTM	1	SLTM
SLU7	1	SLU7
SLX4	1	SLX4
SLX4IP	1	SLX4IP
SLX9	1	FAM207A
SMAD1	1	SMAD1
SMAD2	1	SMAD2
SMAD3	1	SMAD3
SMAD4	1	SMAD4
SMAD5	1	SMAD5
SMAD5-AS1	1	SMAD5-AS1
SMAD6	1	SMAD6
SMAD7	1	SMAD7
SMAD9	1	SMAD9
SMAGP	1	SMAGP
SMAP1	1	SMAP1
SMAP2	1	SMAP2
SMARCA1	1	SMARCA1
SMARCA2	1	SMARCA2
SMARCA4	1	SMARCA4
SMARCA5	1	SMARCA5
SMARCA5-AS1	1	SMARCA5-AS1
SMARCAD1	1	SMARCAD1
SMARCAL1	1	SMARCAL1
SMARCB1	1	SMARCB1
SMARCC1	1	SMARCC1
SMARCC2	1	SMARCC2
SMARCD1	1	SMARCD1
SMARCD2	1	SMARCD2
SMARCD3	1	SMARCD3
SMARCE1	1	SMARCE1
SMC1A	1	SMC1A
SMC2	1	SMC2
SMC3	1	SMC3
SMC4	1	SMC4
SMC5	1	SMC5
SMC5-DT	1	SMC5-AS1
SMC6	1	SMC6
SMCHD1	1	SMCHD1
SMCO2	1	SMCO2
SMCO4	1	SMCO4
SMCR8	1	SMCR8
SMDT1	1	SMDT1
SMG1	1	SMG1
SMG1P1	1	SMG1P1
SMG1P2	1	SMG1P2
SMG1P3	1	SMG1P3
SMG1P5	1	SMG1P5
SMG1P6	1	SMG1P6
SMG1P7	1	SMG1P7
SMG5	1	SMG5
SMG6	1	SMG6
SMG7	1	SMG7
SMG7-AS1	1	SMG7-AS1
SMG8	1	SMG8
SMG9	1	SMG9
SMILR	1	SMILR
SMIM10	1	SMIM10
SMIM10L1	1	SMIM10L1
SMIM10L2A	1	SMIM10L2A
SMIM10L2B	1	SMIM10L2B
SMIM12	1	SMIM12
SMIM13	1	SMIM13
SMIM14	1	SMIM14
SMIM15	1	SMIM15
SMIM15-AS1	1	SMIM15-AS1
SMIM17	1	SMIM17
SMIM19	1	SMIM19
SMIM2-AS1	1	SMIM2-AS1
SMIM20	1	SMIM20
SMIM26	1	SMIM26
SMIM27	1	SMIM27
SMIM29	1	SMIM29
SMIM3	1	SMIM3
SMIM30	1	SMIM30
SMIM7	1	SMIM7
SMIM8	1	SMIM8
SMNDC1	1	SMNDC1
SMO	1	SMO
SMOC1	1	SMOC1
SMOC2	1	SMOC2
SMOX	1	SMOX
SMPD1	1	SMPD1
SMPD2	1	SMPD2
SMPD4	1	SMPD4
SMPD4BP	1	LOC150776
SMPDL3A	1	SMPDL3A
SMS	1	SMS
SMTN	1	SMTN
SMU1	1	SMU1
SMUG1	1	SMUG1
SMURF1	1	SMURF1
SMURF2	1	SMURF2
SMYD3	1	SMYD3
SMYD4	1	SMYD4
SMYD5	1	SMYD5
SNAI1	1	SNAI1
SNAI2	1	SNAI2
SNAI3-AS1	1	SNAI3-AS1
SNAP23	1	SNAP23
SNAP29	1	SNAP29
SNAP91	1	SNAP91
SNAPC1	1	SNAPC1
SNAPC2	1	SNAPC2
SNAPC3	1	SNAPC3
SNAPC4	1	SNAPC4
SNAPC5	1	SNAPC5
SNAPIN	1	SNAPIN
SNCAIP	1	SNCAIP
SNCG	1	SNCG
SND1	1	SND1
SND1-IT1	1	SND1-IT1
SNED1	1	SNED1
SNF8	1	SNF8
SNHG1	1	SNHG1
SNHG10	1	SNHG10
SNHG12	1	SNHG12
SNHG14	1	SNHG14
SNHG15	1	SNHG15
SNHG16	1	SNHG16
SNHG17	1	SNHG17
SNHG18	1	SNHG18
SNHG20	1	SNHG20
SNHG21	1	SNHG21
SNHG22	1	SNHG22
SNHG25	1	SNHG25
SNHG26	1	SNHG26
SNHG28	1	SNHG28
SNHG29	1	LRRC75A-AS1
SNHG3	1	SNHG3
SNHG30	1	LINC02001
SNHG31	1	LOC101928103
SNHG32	1	C6orf48
SNHG4	1	SNHG4
SNHG5	1	SNHG5
SNHG6	1	SNHG6
SNHG7	1	SNHG7
SNHG8	1	SNHG8
SNHG9	1	SNHG9
SNIP1	1	SNIP1
SNN	1	SNN
SNORA1	1	SNORA1
SNORA10	1	SNORA10
SNORA11	1	SNORA11
SNORA11F	1	SNORA11F
SNORA14B	1	SNORA14B
SNORA16A	1	SNORA16A
SNORA18	1	SNORA18
SNORA21	1	SNORA21
SNORA21B	1	SNORA21B
SNORA23	1	SNORA23
SNORA24	1	SNORA24
SNORA25	1	SNORA25
SNORA26	1	SNORA26
SNORA27	1	SNORA27
SNORA29	1	SNORA29
SNORA32	1	SNORA32
SNORA33	1	SNORA33
SNORA3A	1	SNORA3A
SNORA3B	1	SNORA3B
SNORA4	1	SNORA4
SNORA40	1	SNORA40
SNORA41	1	SNORA41
SNORA48	1	SNORA48
SNORA50C	1	SNORA50C
SNORA51	1	SNORA51
SNORA52	1	SNORA52
SNORA53	1	SNORA53
SNORA55	1	SNORA55
SNORA57	1	SNORA57
SNORA58B	1	SNORA58B
SNORA5A	1	SNORA5A
SNORA5B	1	SNORA5B
SNORA5C	1	SNORA5C
SNORA6	1	SNORA6
SNORA60	1	SNORA60
SNORA62	1	SNORA62
SNORA63	1	SNORA63
SNORA63B	1	SNORA63B
SNORA64	1	SNORA64
SNORA65	1	SNORA65
SNORA66	1	SNORA66
SNORA67	1	SNORA67
SNORA68	1	SNORA68
SNORA69	1	SNORA69
SNORA70	1	SNORA70
SNORA71A	1	SNORA71A
SNORA71B	1	SNORA71B
SNORA71C	1	SNORA71C
SNORA71E	1	SNORA71E
SNORA73B	1	SNORA73B
SNORA75	1	SNORA75
SNORA77	1	SNORA77
SNORA77B	1	SNORA77B
SNORA79B	1	SNORA79B
SNORA7B	1	SNORA7B
SNORA8	1	SNORA8
SNORA81	1	SNORA81
SNORA9	1	SNORA9
SNORC	1	SNORC
SNORD10	1	SNORD10
SNORD100	1	SNORD100
SNORD101	1	SNORD101
SNORD102	1	SNORD102
SNORD104	1	SNORD104
SNORD110	1	SNORD110
SNORD113-1	1	SNORD113-1
SNORD113-2	1	SNORD113-2
SNORD113-4	1	SNORD113-4
SNORD114-10	1	SNORD114-10
SNORD116-20	1	SNORD116-20
SNORD116-21	1	SNORD116-21
SNORD116-24	1	SNORD116-24
SNORD116-28	1	SNORD116-28
SNORD12	1	SNORD12
SNORD123	1	SNORD123
SNORD124	1	SNORD124
SNORD125	1	SNORD125
SNORD12B	1	SNORD12B
SNORD15A	1	SNORD15A
SNORD15B	1	SNORD15B
SNORD16	1	SNORD16
SNORD17	1	SNORD17
SNORD18B	1	SNORD18B
SNORD18C	1	SNORD18C
SNORD19	1	SNORD19
SNORD19B	1	SNORD19B
SNORD19C	1	SNORD19C
SNORD1A	1	SNORD1A
SNORD1C	1	SNORD1C
SNORD2	1	SNORD2
SNORD20	1	SNORD20
SNORD22	1	SNORD22
SNORD23	1	SNORD23
SNORD24	1	SNORD24
SNORD26	1	SNORD26
SNORD27	1	SNORD27
SNORD28	1	SNORD28
SNORD30	1	SNORD30
SNORD32A	1	SNORD32A
SNORD35A	1	SNORD35A
SNORD35B	1	SNORD35B
SNORD36A	1	SNORD36A
SNORD36C	1	SNORD36C
SNORD37	1	SNORD37
SNORD38A	1	SNORD38A
SNORD38B	1	SNORD38B
SNORD42A	1	SNORD42A
SNORD43	1	SNORD43
SNORD45A	1	SNORD45A
SNORD45B	1	SNORD45B
SNORD45C	1	SNORD45C
SNORD46	1	SNORD46
SNORD48	1	SNORD48
SNORD49A	1	SNORD49A
SNORD4A	1	SNORD4A
SNORD4B	1	SNORD4B
SNORD5	1	SNORD5
SNORD50B	1	SNORD50B
SNORD51	1	SNORD51
SNORD52	1	SNORD52
SNORD54	1	SNORD54
SNORD55	1	SNORD55
SNORD56	1	SNORD56
SNORD58A	1	SNORD58A
SNORD58C	1	SNORD58C
SNORD59A	1	SNORD59A
SNORD6	1	SNORD6
SNORD60	1	SNORD60
SNORD63	1	SNORD63
SNORD63B	1	SNORD63B
SNORD65	1	SNORD65
SNORD67	1	SNORD67
SNORD68	1	SNORD68
SNORD69	1	SNORD69
SNORD79	1	SNORD79
SNORD81	1	SNORD81
SNORD83A	1	SNORD83A
SNORD83B	1	SNORD83B
SNORD84	1	SNORD84
SNORD87	1	SNORD87
SNORD88B	1	SNORD88B
SNORD89	1	SNORD89
SNORD93	1	SNORD93
SNORD94	1	SNORD94
SNORD95	1	SNORD95
SNORD96A	1	SNORD96A
SNORD97	1	SNORD97
SNORD98	1	SNORD98
SNORD99	1	SNORD99
SNPH	1	SNPH
SNRK	1	SNRK
SNRK-AS1	1	SNRK-AS1
SNRNP200	1	SNRNP200
SNRNP25	1	SNRNP25
SNRNP27	1	SNRNP27
SNRNP35	1	SNRNP35
SNRNP40	1	SNRNP40
SNRNP48	1	SNRNP48
SNRNP70	1	SNRNP70
SNRPA	1	SNRPA
SNRPA1	1	SNRPA1
SNRPB	1	SNRPB
SNRPB2	1	SNRPB2
SNRPC	1	SNRPC
SNRPD1	1	SNRPD1
SNRPD2	1	SNRPD2
SNRPD3	1	SNRPD3
SNRPE	1	SNRPE
SNRPG	1	SNRPG
SNRPN	1	SNRPN
SNTA1	1	SNTA1
SNTB1	1	SNTB1
SNTB2	1	SNTB2
SNU13	1	SNU13
SNUPN	1	SNUPN
SNW1	1	SNW1
SNX1	1	SNX1
SNX11	1	SNX11
SNX12	1	SNX12
SNX13	1	SNX13
SNX14	1	SNX14
SNX16	1	SNX16
SNX17	1	SNX17
SNX18	1	SNX18
SNX2	1	SNX2
SNX21	1	SNX21
SNX22	1	SNX22
SNX24	1	SNX24
SNX25	1	SNX25
SNX27	1	SNX27
SNX29	1	SNX29
SNX29P2	1	SNX29P2
SNX3	1	SNX3
SNX30	1	SNX30
SNX32	1	SNX32
SNX33	1	SNX33
SNX5	1	SNX5
SNX7	1	SNX7
SNX8	1	SNX8
SNX9	1	SNX9
SOAT1	1	SOAT1
SOAT2	1	SOAT2
SOBP	1	SOBP
SOCS1	1	SOCS1
SOCS2	1	SOCS2
SOCS2-AS1	1	SOCS2-AS1
SOCS3	1	SOCS3
SOCS5	1	SOCS5
SOCS6	1	SOCS6
SOCS7	1	SOCS7
SOD1	1	SOD1
SOD2	1	SOD2
SOD3	1	SOD3
SOGA1	1	SOGA1
SOGA3	1	SOGA3
SON	1	SON
SORBS1	1	SORBS1
SORBS2	1	SORBS2
SORBS3	1	SORBS3
SORCS2	1	SORCS2
SORD	1	SORD
SORD2P	1	SORD2P
SORL1	1	SORL1
SORT1	1	SORT1
SOS1	1	SOS1
SOS2	1	SOS2
SOST	1	SOST
SOWAHC	1	SOWAHC
SOWAHD	1	SOWAHD
SOX12	1	SOX12
SOX13	1	SOX13
SOX15	1	SOX15
SOX18	1	SOX18
SOX4	1	SOX4
SOX5	1	SOX5
SOX6	1	SOX6
SOX7	1	SOX7
SOX8	1	SOX8
SOX9	1	SOX9
SP1	1	SP1
SP100	1	SP100
SP110	1	SP110
SP140L	1	SP140L
SP2	1	SP2
SP2-AS1	1	SP2-AS1
SP2-DT	1	LOC102724532
SP3	1	SP3
SP4	1	SP4
SPA17	1	SPA17
SPAAR	1	SPAAR
SPACA6	1	SPACA6
SPACA6-AS1	1	SPACA6P-AS
SPACA9	1	SPACA9
SPACDR	1	C7orf61
SPAG1	1	SPAG1
SPAG16	1	SPAG16
SPAG16-DT	1	LOC100130451
SPAG17	1	SPAG17
SPAG4	1	SPAG4
SPAG5	1	SPAG5
SPAG5-AS1	1	SPAG5-AS1
SPAG7	1	SPAG7
SPAG8	1	SPAG8
SPAG9	1	SPAG9
SPARC	1	SPARC
SPARCL1	1	SPARCL1
SPART	1	SPART
SPART-AS1	1	SPART-AS1
SPAST	1	SPAST
SPATA1	1	SPATA1
SPATA13	1	SPATA13
SPATA17	1	SPATA17
SPATA18	1	SPATA18
SPATA2	1	SPATA2
SPATA20	1	SPATA20
SPATA21	1	SPATA21
SPATA22	1	SPATA22
SPATA24	1	SPATA24
SPATA25	1	SPATA25
SPATA2L	1	SPATA2L
SPATA33	1	SPATA33
SPATA4	1	SPATA4
SPATA41	1	SPATA41
SPATA5	1	SPATA5
SPATA5L1	1	SPATA5L1
SPATA6	1	SPATA6
SPATA6L	1	SPATA6L
SPATA7	1	SPATA7
SPATA9	1	SPATA9
SPATC1L	1	SPATC1L
SPATS2	1	SPATS2
SPATS2L	1	SPATS2L
SPC24	1	SPC24
SPC25	1	SPC25
SPCS3	1	SPCS3
SPDL1	1	SPDL1
SPDYE18	1	SPDYE18
SPECC1	1	SPECC1
SPECC1L	1	SPECC1L
SPEF1	1	SPEF1
SPEF2	1	SPEF2
SPEG	1	SPEG
SPEN	1	SPEN
SPEN-AS1	1	FLJ37453
SPESP1	1	SPESP1
SPG11	1	SPG11
SPG21	1	SPG21
SPG7	1	SPG7
SPHK1	1	SPHK1
SPICE1	1	SPICE1
SPIDR	1	SPIDR
SPIN1	1	SPIN1
SPIN2A	1	SPIN2A
SPIN2B	1	SPIN2B
SPIN3	1	SPIN3
SPIN4	1	SPIN4
SPINDOC	1	SPINDOC
SPINT1	1	SPINT1
SPINT2	1	SPINT2
SPIRE1	1	SPIRE1
SPIRE2	1	SPIRE2
SPNS1	1	SPNS1
SPNS2	1	SPNS2
SPOCD1	1	SPOCD1
SPOCK1	1	SPOCK1
SPOCK2	1	SPOCK2
SPON1	1	SPON1
SPON2	1	SPON2
SPOP	1	SPOP
SPOPL	1	SPOPL
SPOUT1	1	SPOUT1
SPPL2A	1	SPPL2A
SPPL2B	1	SPPL2B
SPPL3	1	SPPL3
SPR	1	SPR
SPRED1	1	SPRED1
SPRED2	1	SPRED2
SPRED3	1	SPRED3
SPRING1	1	C12orf49
SPRN	1	SPRN
SPRTN	1	SPRTN
SPRY1	1	SPRY1
SPRY2	1	SPRY2
SPRY3	1	SPRY3
SPRY4	1	SPRY4
SPRY4-AS1	1	SPRY4-AS1
SPRYD3	1	SPRYD3
SPRYD4	1	SPRYD4
SPRYD7	1	SPRYD7
SPSB1	1	SPSB1
SPSB2	1	SPSB2
SPSB3	1	SPSB3
SPTA1	1	SPTA1
SPTAN1	1	SPTAN1
SPTBN1	1	SPTBN1
SPTBN2	1	SPTBN2
SPTBN4	1	SPTBN4
SPTBN5	1	SPTBN5
SPTLC1	1	SPTLC1
SPTLC2	1	SPTLC2
SPTLC3	1	SPTLC3
SPTSSA	1	SPTSSA
SPTY2D1	1	SPTY2D1
SPX	1	SPX
SQLE	1	SQLE
SQOR	1	SQOR
SQSTM1	1	SQSTM1
SRA1	1	SRA1
SRBD1	1	SRBD1
SRC	1	SRC
SRCAP	1	SRCAP
SRD5A1	1	SRD5A1
SRD5A3	1	SRD5A3
SRD5A3-AS1	1	SRD5A3-AS1
SREBF1	1	SREBF1
SREBF2	1	SREBF2
SREK1	1	SREK1
SREK1IP1	1	SREK1IP1
SRF	1	SRF
SRFBP1	1	SRFBP1
SRGAP1	1	SRGAP1
SRGAP2	1	SRGAP2
